,Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y,string
1543,1543,Lund_02249,Sky,Winter,Snow,Cloud,Water,River,Morning,Freezing,Evening,Sea,Rabysjon och Raby s,Ulrik Ivarsson,,"Sky,Winter,Snow,Cloud,Water,River,Morning,Freezing,Evening,Sea"
1544,1544,Lund_00180,Town,City,Human settlement,Public space,Transport,Downtown,Urban area,Architecture,Building,Street,[T ¢,@ Mato Bo$njak, Aug 2016,"Town,City,Human settlement,Public space,Transport,Downtown,Urban area,Architecture,Building,Street"
1545,1545,Lund_02792,Landmark,Architecture,Building,Night,Sky,Light,Lighting,Medieval architecture,Cathedral,Facade,f.s Meghnath Saha,f.s Meghnath Saha, Sep 2016,"Landmark,Architecture,Building,Night,Sky,Light,Lighting,Medieval architecture,Cathedral,Facade"
1546,1546,Lund_02110,Tree,Property,Natural landscape,House,Grass,Estate,Spring,Plant,Woody plant,Architecture,Botanical Garden,L Bengt Jiirs,,"Tree,Property,Natural landscape,House,Grass,Estate,Spring,Plant,Woody plant,Architecture"
1547,1547,Lund_01961,Body of water,Water resources,Natural landscape,Water,Bank,Nature,River,Pond,Natural environment,Watercourse,Stadsparken,Peter Stockenbel,,"Body of water,Water resources,Natural landscape,Water,Bank,Nature,River,Pond,Natural environment,Watercourse"
1548,1548,Lund_01181,Classical architecture,Landmark,Architecture,Building,Medieval architecture,Facade,Sky,Place of worship,Cathedral,Church,[T e T T T,'QE Ania Jasiok, Oct 2018,"Classical architecture,Landmark,Architecture,Building,Medieval architecture,Facade,Sky,Place of worship,Cathedral,Church"
1549,1549,Lund_00700,Landmark,Architecture,Building,Sky,Medieval architecture,Cathedral,Town,City,Gothic architecture,Facade,Lundagérd 9,//*5;' Streifi Greif, Aug 2017,"Landmark,Architecture,Building,Sky,Medieval architecture,Cathedral,Town,City,Gothic architecture,Facade"
1550,1550,Lund_00233,Building,Landmark,Architecture,Estate,Mansion,Palace,Stately home,Official residence,House,Classical architecture,Lundagérd,@ cissio Oliveira, Oct 2017,"Building,Landmark,Architecture,Estate,Mansion,Palace,Stately home,Official residence,House,Classical architecture"
1551,1551,Lund_02536,Inflatable,bounce house,Green,Games,Fun,Grass,Recreation,Leisure,Sky,Outdoor play equipment,Klostergérdens IP,42‘ Mats Lundstrom, Jun 2017,"Inflatable,bounce house,Green,Games,Fun,Grass,Recreation,Leisure,Sky,Outdoor play equipment"
1552,1552,Lund_00458,Building,Estate,Palace,Property,Mansion,Landmark,Official residence,Stately home,Architecture,Classical architecture,Lundagérd 9,N Nadia Naji, Aug 2014,"Building,Estate,Palace,Property,Mansion,Landmark,Official residence,Stately home,Architecture,Classical architecture"
1553,1553,Lund_01829,Building,Landmark,Tourism,Architecture,City,Sky,Facade,Cathedral,Medieval architecture,Pedestrian,Lunds Fontéinhus,J  Janus sobrzezeje, May 2018,"Building,Landmark,Tourism,Architecture,City,Sky,Facade,Cathedral,Medieval architecture,Pedestrian"
1554,1554,Lund_01590,Urban area,City,Building,Aerial photography,Residential area,Human settlement,Metropolitan area,Property,Roof,Architecture,Elite Hotel Ideon ¢,Andrea Sonny, Jul 2014,"Urban area,City,Building,Aerial photography,Residential area,Human settlement,Metropolitan area,Property,Roof,Architecture"
1555,1555,Lund_02541,Sky,Natural landscape,Sea,Horizon,Cloud,Water,Coast,Land lot,Grass,Plain,Klosteréngshojden,Klosteréngshojden, Aug 2016,"Sky,Natural landscape,Sea,Horizon,Cloud,Water,Coast,Land lot,Grass,Plain"
1556,1556,Lund_03091,Natural landscape,Grassland,Vegetation,Natural environment,Prairie,Nature,Grass,Nature reserve,Meadow,Green,L TR TR,O ) Olexiy Avramche!, Jun 2017,"Natural landscape,Grassland,Vegetation,Natural environment,Prairie,Nature,Grass,Nature reserve,Meadow,Green"
1557,1557,Lund_01185,Estate,Building,Mansion,Property,House,Architecture,Palace,Manor house,Home,Classical architecture,Lundagérd,Paul-Rolf Schrote, Jul 2005,"Estate,Building,Mansion,Property,House,Architecture,Palace,Manor house,Home,Classical architecture"
1558,1558,Lund_00770,Architecture,Medieval architecture,Building,Landmark,Place of worship,Classical architecture,Facade,Cathedral,Church,Gothic architecture,Lund Cathedral,S IR e T e, Nov 2017,"Architecture,Medieval architecture,Building,Landmark,Place of worship,Classical architecture,Facade,Cathedral,Church,Gothic architecture"
1559,1559,Lund_01059,Landmark,Building,Estate,Mansion,Architecture,Stately home,Palace,Official residence,Presidential palace,Sky,Lundagérd 9,( R LG, May 2017,"Landmark,Building,Estate,Mansion,Architecture,Stately home,Palace,Official residence,Presidential palace,Sky"
1560,1560,Lund_00958,Garden,Property,Botanical garden,Estate,Natural landscape,House,Botany,Yard,Home,Lawn,Botanical Garden,f) Adal Alom Rodri, Jul 2017,"Garden,Property,Botanical garden,Estate,Natural landscape,House,Botany,Yard,Home,Lawn"
1561,1561,Lund_00757,Aerial photography,Bird's-eye view,Metropolitan area,Urban area,Residential area,Suburb,Neighbourhood,Urban design,City,Metropolis,DT T e T,g é Per Pixel Peterss, Jul 2015,"Aerial photography,Bird's-eye view,Metropolitan area,Urban area,Residential area,Suburb,Neighbourhood,Urban design,City,Metropolis"
1562,1562,Lund_02266,Water resources,Body of water,Waterway,Stream,Watercourse,Bank,Water,Stream bed,Riparian zone,Arroyo,Rinnebick Gorge 2,Maria Tracz, Sep 2016,"Water resources,Body of water,Waterway,Stream,Watercourse,Bank,Water,Stream bed,Riparian zone,Arroyo"
1563,1563,Lund_02713,House,Property,Residential area,Home,Building,Neighbourhood,Sky,Architecture,Town,Real estate,L LT ST G,e Travel to, Jul 2017,"House,Property,Residential area,Home,Building,Neighbourhood,Sky,Architecture,Town,Real estate"
1564,1564,Lund_02626,Sport venue,Tennis court,Sky,Grass,First-class cricket,Public space,Tree,Line,Cloud,Baseball field,Linero IP 8,o Travel to,,"Sport venue,Tennis court,Sky,Grass,First-class cricket,Public space,Tree,Line,Cloud,Baseball field"
1565,1565,Lund_00273,Building,Classical architecture,Palace,Landmark,Architecture,Facade,Château,City,Official residence,Plaza,Lundagérd 9,i Rafael Lara, Jun 2011,"Building,Classical architecture,Palace,Landmark,Architecture,Facade,Château,City,Official residence,Plaza"
1566,1566,Lund_01233,Body of water,Natural landscape,Nature,Waterway,Tree,Canal,Water,Bank,River,Vegetation,Stadsparken,Peter Nordensva, May 2017,"Body of water,Natural landscape,Nature,Waterway,Tree,Canal,Water,Bank,River,Vegetation"
1567,1567,Lund_00457,Building,Estate,Palace,Property,Mansion,Landmark,Official residence,Stately home,Architecture,Classical architecture,Lundagérd 9,N Nadia Naji, Aug 2014,"Building,Estate,Palace,Property,Mansion,Landmark,Official residence,Stately home,Architecture,Classical architecture"
1568,1568,Lund_02341,Sky,Residential area,Property,Cloud,House,Home,Building,Architecture,Real estate,Estate,Klostergérdens IP,M  Minghua Zhang, Jul 2017,"Sky,Residential area,Property,Cloud,House,Home,Building,Architecture,Real estate,Estate"
1569,1569,Lund_01232,Tree,Landmark,Architecture,Building,Daytime,Spring,Woody plant,Plant,Palace,Mansion,Lundagérd,"@"" Victor Lindellee",,"Tree,Landmark,Architecture,Building,Daytime,Spring,Woody plant,Plant,Palace,Mansion"
1570,1570,Lund_02109,Residential area,Road,Neighbourhood,Human settlement,Town,Metropolitan area,Suburb,Architecture,City,Urban area,Sparbanken Skane A,Petter Olofsson, Jan 2017,"Residential area,Road,Neighbourhood,Human settlement,Town,Metropolitan area,Suburb,Architecture,City,Urban area"
1571,1571,Lund_03078,Property,Residential area,Land lot,Architecture,Tree,Grass,Grass family,House,Plant,Building,HSB BRF Linero I Lui,9 Travel to, Apr 2017,"Property,Residential area,Land lot,Architecture,Tree,Grass,Grass family,House,Plant,Building"
1572,1572,Lund_00900,Building,Classical architecture,Landmark,Palace,Mansion,Architecture,Château,Estate,Stately home,Official residence,Lundagérd,Rimis Ivanauskis,,"Building,Classical architecture,Landmark,Palace,Mansion,Architecture,Château,Estate,Stately home,Official residence"
1573,1573,Lund_01771,Body of water,Sky,Water resources,Water,Horizon,Waterway,Daytime,Cloud,Reservoir,Sea,Rabysjon och Raby s,Jonas Karlsson, Jul 2017,"Body of water,Sky,Water resources,Water,Horizon,Waterway,Daytime,Cloud,Reservoir,Sea"
1574,1574,Lund_01801,Reflecting pool,Water,Botany,Botanical garden,Tree,Pond,Garden,Park,Architecture,Fountain,Lundagérd,Fernando Gémez, Aug 2017,"Reflecting pool,Water,Botany,Botanical garden,Tree,Pond,Garden,Park,Architecture,Fountain"
1575,1575,Lund_00418,Building,Architecture,Landmark,Property,Stately home,Medieval architecture,Town,City,Château,Estate,Lund 2016 .4.29 :,& saad al saifi, Apr 2016,"Building,Architecture,Landmark,Property,Stately home,Medieval architecture,Town,City,Château,Estate"
1576,1576,Lund_02524,Property,Building,Neighbourhood,Residential area,Brickwork,Real estate,Apartment,House,Room,Home,,,Photo,"Property,Building,Neighbourhood,Residential area,Brickwork,Real estate,Apartment,House,Room,Home"
1577,1577,Lund_02483,Building,Road,Signage,,,,,,,,Netto,» & E R Ry, Sep 2016,
1578,1578,Lund_02089,Property,Garden,House,Estate,Natural landscape,Lawn,Home,Landscaping,Building,Tree,Botanical Garden,Krisztina Boldisn, Aug 2016,"Property,Garden,House,Estate,Natural landscape,Lawn,Home,Landscaping,Building,Tree"
1579,1579,Lund_02880,Building,House,Property,Estate,Mansion,Architecture,Tree,Historic house,Home,Palace,Lundagérd,Mohammad A.M, May 2018,"Building,House,Property,Estate,Mansion,Architecture,Tree,Historic house,Home,Palace"
1580,1580,Lund_00935,Building,Estate,Mansion,Palace,Classical architecture,Landmark,Property,Architecture,Stately home,Official residence,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007,"Building,Estate,Mansion,Palace,Classical architecture,Landmark,Property,Architecture,Stately home,Official residence"
1581,1581,Lund_00871,Landmark,Spring,Flower,Garden,Building,Architecture,Botany,Plant,Mansion,Palace,’ Patrick G,’ Patrick G, May 2011,"Landmark,Spring,Flower,Garden,Building,Architecture,Botany,Plant,Mansion,Palace"
1582,1582,Lund_02712,Residential area,Building,Architecture,Neighbourhood,Property,Human settlement,Urban area,Town,City,Apartment,Virvelvindsviagen ¢,t Erik Lundgren, Oct 2016,"Residential area,Building,Architecture,Neighbourhood,Property,Human settlement,Urban area,Town,City,Apartment"
1583,1583,Lund_02807,Building,Architecture,Landmark,Medieval architecture,Classical architecture,Facade,Church,Arch,Place of worship,Historic site,[T T BRI,6 Anna Cismasu, Jul 2018,"Building,Architecture,Landmark,Medieval architecture,Classical architecture,Facade,Church,Arch,Place of worship,Historic site"
1584,1584,Lund_00625,Estate,Building,Mansion,Property,Palace,Stately home,Manor house,Château,House,Official residence,[T T VT,@ Adrian Popescu, Sep 2016,"Estate,Building,Mansion,Property,Palace,Stately home,Manor house,Château,House,Official residence"
1585,1585,Lund_00313,Estate,Building,Mansion,Palace,Property,Stately home,Architecture,Château,House,Official residence,Lundagérd,) ravio ERachici,,"Estate,Building,Mansion,Palace,Property,Stately home,Architecture,Château,House,Official residence"
1586,1586,Lund_00036,Architecture,Building,Medieval architecture,Landmark,Wall,Church,Place of worship,Sky,Tree,Facade,Lund - Nov 2017,M) Manos Orfanos,,"Architecture,Building,Medieval architecture,Landmark,Wall,Church,Place of worship,Sky,Tree,Facade"
1587,1587,Lund_00980,Town,City,Public space,Human settlement,Town square,Building,Architecture,Plaza,Street,Tourism,[T e T T T,@ Daniel Klein, Aug 2018,"Town,City,Public space,Human settlement,Town square,Building,Architecture,Plaza,Street,Tourism"
1588,1588,Lund_00446,Building,Landmark,Architecture,Property,Palace,Estate,Stately home,Château,Facade,Medieval architecture,Lundagérd 8,@ PP\, Jul 2016,"Building,Landmark,Architecture,Property,Palace,Estate,Stately home,Château,Facade,Medieval architecture"
1589,1589,Lund_01898,Waterway,Metropolitan area,City,Human settlement,Mixed-use,Architecture,Condominium,Urban area,Town,Building,Loppmarknad,J) JAKAWAT PUMP, May 2017,"Waterway,Metropolitan area,City,Human settlement,Mixed-use,Architecture,Condominium,Urban area,Town,Building"
1590,1590,Lund_02690,Vegetation,Grass,Lawn,Natural landscape,Green,Natural environment,Nature reserve,Tree,Property,Land lot,Hundrastgard ¢,& Mats Lund, Jul 2016,"Vegetation,Grass,Lawn,Natural landscape,Green,Natural environment,Nature reserve,Tree,Property,Land lot"
1591,1591,Lund_00807,Medieval architecture,Building,Architecture,Landmark,Property,Estate,Stately home,House,Castle,Manor house,Lundagérd,@ Jarek Kedzierski,,"Medieval architecture,Building,Architecture,Landmark,Property,Estate,Stately home,House,Castle,Manor house"
1592,1592,Lund_01186,Property,Building,Landmark,Architecture,House,Home,Real estate,Estate,Historic house,Mansion,Thomanders Studen,6 IR DL, Jul 2017,"Property,Building,Landmark,Architecture,House,Home,Real estate,Estate,Historic house,Mansion"
1593,1593,Lund_00896,Estate,Property,Building,Mansion,Landmark,House,Architecture,Home,Palace,Sky,Lundagérd 9,‘Z) Dillon Cower, Sep 2018,"Estate,Property,Building,Mansion,Landmark,House,Architecture,Home,Palace,Sky"
1594,1594,Lund_00177,Spire,Steeple,Tree,Sky,Church,Woody plant,Architecture,Tower,Plant,Building,‘ CeBpanuna [yHi,‘ CeBpanuna [yHi, Dec 2016,"Spire,Steeple,Tree,Sky,Church,Woody plant,Architecture,Tower,Plant,Building"
1595,1595,Lund_01875,Property,Sky,House,Building,Architecture,Church,Tree,Home,Rural area,Cottage,. Bartosz Klukac,. Bartosz Klukac,Photo,"Property,Sky,House,Building,Architecture,Church,Tree,Home,Rural area,Cottage"
1596,1596,Lund_01151,Town,Property,Building,Public space,City,Human settlement,Neighbourhood,Architecture,Mixed-use,House,£ (g T,‘ﬁ James Andrews, May 2017,"Town,Property,Building,Public space,City,Human settlement,Neighbourhood,Architecture,Mixed-use,House"
1597,1597,Lund_00056,Property,House,Home,Residential area,Town,Land lot,Building,Estate,Cottage,Rural area,"‘é"" [N","‘é"" [N", Aug 2018,"Property,House,Home,Residential area,Town,Land lot,Building,Estate,Cottage,Rural area"
1598,1598,Lund_00744,Estate,Building,Mansion,Landmark,Property,Palace,Architecture,Stately home,Château,House,[T T VT,@ Adrian Popescu, Sep 2016,"Estate,Building,Mansion,Landmark,Property,Palace,Architecture,Stately home,Château,House"
1599,1599,Lund_00688,Building,Mansion,Estate,Classical architecture,Landmark,Palace,Official residence,Architecture,Property,Stately home,Lundagérd,@ Juca Felix Galino, Jul 2016,"Building,Mansion,Estate,Classical architecture,Landmark,Palace,Official residence,Architecture,Property,Stately home"
1600,1600,Lund_02038,Sky,Cloud,Water,Reflection,Architecture,River,Morning,Waterway,Evening,Atmosphere,Nova,@ Leif Tomas Olssc, Aug 2017,"Sky,Cloud,Water,Reflection,Architecture,River,Morning,Waterway,Evening,Atmosphere"
1601,1601,Lund_02091,Building,Town,Public space,Human settlement,City,Architecture,Town square,Plaza,House,Thoroughfare,,, Jun 2017,"Building,Town,Public space,Human settlement,City,Architecture,Town square,Plaza,House,Thoroughfare"
1602,1602,Lund_02364,Dish,Pizza,Food,Cuisine,Pizza cheese,Flatbread,California-style pizza,Ingredient,Fast food,Italian food,Klostergardens Rest,i:’% op Bsyas, Sep 2018,"Dish,Pizza,Food,Cuisine,Pizza cheese,Flatbread,California-style pizza,Ingredient,Fast food,Italian food"
1603,1603,Lund_02761,Road,Land lot,Fence,Rural area,Trail,Grass,Tree,Pasture,Landscape,Thoroughfare,Rinnebéck Gorge,Anders Nilsson, Feb 2017,"Road,Land lot,Fence,Rural area,Trail,Grass,Tree,Pasture,Landscape,Thoroughfare"
1604,1604,Lund_00073,Landmark,Architecture,Building,Medieval architecture,Tower,Tree,Château,Estate,Historic site,Castle,@ Hans Jirgen Klai,@ Hans Jirgen Klai, Sep 2018,"Landmark,Architecture,Building,Medieval architecture,Tower,Tree,Château,Estate,Historic site,Castle"
1605,1605,Lund_02033,Natural landscape,Nature,Green,Vegetation,Sky,Tree,Water,Highland,Grass,Nature reserve,Rinnebick Gorge,Peter Vang Chris, Sep 2010,"Natural landscape,Nature,Green,Vegetation,Sky,Tree,Water,Highland,Grass,Nature reserve"
1606,1606,Lund_01705,Town,Building,Neighbourhood,Property,House,Architecture,Transport,Street,Residential area,Human settlement,"Lundagérdens salon,",'r? James Andrews, May 2017,"Town,Building,Neighbourhood,Property,House,Architecture,Transport,Street,Residential area,Human settlement"
1607,1607,Lund_00111,Building,Architecture,Town,Landmark,City,Property,Human settlement,Mixed-use,Urban area,Tree,' (&1 EY T,' (&1 EY T, Dec 2016,"Building,Architecture,Town,Landmark,City,Property,Human settlement,Mixed-use,Urban area,Tree"
1608,1608,Lund_00660,Building,Classical architecture,Architecture,Landmark,Palace,Facade,Estate,Mansion,Stately home,Official residence,Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017,"Building,Classical architecture,Architecture,Landmark,Palace,Facade,Estate,Mansion,Stately home,Official residence"
1609,1609,Lund_01220,Building,Property,Estate,Architecture,Stately home,Palace,Human settlement,City,Campus,Grass,Lundagérd,@ Juca Felix Galino, Jul 2016,"Building,Property,Estate,Architecture,Stately home,Palace,Human settlement,City,Campus,Grass"
1610,1610,Lund_01042,Landmark,Building,Architecture,Château,Town,Stately home,Tree,City,Sky,Facade,Kulturen g,py g, Jun 2018,"Landmark,Building,Architecture,Château,Town,Stately home,Tree,City,Sky,Facade"
1611,1611,Lund_01060,Landmark,Building,Architecture,Property,Facade,Classical architecture,Town,Medieval architecture,Stately home,Palace,Lundagérd,NG P NEE T, Jul 2018,"Landmark,Building,Architecture,Property,Facade,Classical architecture,Town,Medieval architecture,Stately home,Palace"
1612,1612,Lund_00022,Statue,Sculpture,Monument,Memorial,Landmark,Classical sculpture,Grass,Art,Tree,Stone carving,@ Saadiyah Darus,@ Saadiyah Darus, Sep 2009,"Statue,Sculpture,Monument,Memorial,Landmark,Classical sculpture,Grass,Art,Tree,Stone carving"
1613,1613,Lund_01524,Estate,Property,Building,Mansion,Manor house,Château,Architecture,Stately home,Grass,House,Lundagérd 9,Adrian Wach, Apr 2014,"Estate,Property,Building,Mansion,Manor house,Château,Architecture,Stately home,Grass,House"
